File type	File format type	Output type	File assembly	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Experiment target	Library made from	Experiment date released	Project	File download URL
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	5-Phenyl-1H-indole-3-acetic acid	CRISPR	insertion	/genes/17/	H3K27me3-human	DNA	2022-07-05	ENCODE	https://www.encodeproject.org/files/ENCFF895JQD/@@download/ENCFF895JQD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZBTB49-human	DNA	2020-07-09	ENCODE	https://www.encodeproject.org/files/ENCFF906SCU/@@download/ENCFF906SCU.bed.gz
bed	narrowPeak	peaks	GRCh38	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	KHSRP-human	RNA	2018-08-30	ENCODE	https://www.encodeproject.org/files/ENCFF988MWD/@@download/ENCFF988MWD.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0001053	IgD-negative memory B cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2022-03-28	ENCODE	https://www.encodeproject.org/files/ENCFF051LVQ/@@download/ENCFF051LVQ.bed.gz
bed	narrowPeak	peaks	GRCh38	eCLIP	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	HNRNPC-human	RNA	2018-08-30	ENCODE	https://www.encodeproject.org/files/ENCFF526OQL/@@download/ENCFF526OQL.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	NTR:0000537	activated T-cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	NA	NA	NA	H3K4me3-human	DNA	2022-04-27	ENCODE	https://www.encodeproject.org/files/ENCFF861YQS/@@download/ENCFF861YQS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2022-04-27	ENCODE	https://www.encodeproject.org/files/ENCFF145ZIZ/@@download/ENCFF145ZIZ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	NTR:0000633	activated T-helper 1 cell	primary cell	Homo sapiens	Interleukin-4 antibody, Interleukin-2, anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit beta, Interleukin-12 subunit alpha	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF750QZN/@@download/ENCFF750QZN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	KMT2A-human	DNA	2020-07-09	ENCODE	https://www.encodeproject.org/files/ENCFF644EPI/@@download/ENCFF644EPI.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF292SUN/@@download/ENCFF292SUN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2020-09-06	ENCODE	https://www.encodeproject.org/files/ENCFF973MFG/@@download/ENCFF973MFG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	NTR:0000537	activated T-cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	NA	NA	NA	H3K4me1-human	DNA	2021-09-27	ENCODE	https://www.encodeproject.org/files/ENCFF495PWW/@@download/ENCFF495PWW.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-4	NA	NA	NA	NA	DNA	2022-06-07	ENCODE	https://www.encodeproject.org/files/ENCFF050FHX/@@download/ENCFF050FHX.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	nhr-10-celegans	DNA	2017-11-06	modENCODE	https://www.encodeproject.org/files/ENCFF070JRD/@@download/ENCFF070JRD.bed.gz
bed	narrowPeak	pseudoreplicated peaks	mm10	Histone ChIP-seq	CL:0000235	macrophage	primary cell	Mus musculus	NA	NA	NA	NA	H3K4me3-mouse	DNA	2021-07-21	GGR	https://www.encodeproject.org/files/ENCFF209UOE/@@download/ENCFF209UOE.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002048	lung	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2022-04-07	ENCODE	https://www.encodeproject.org/files/ENCFF030LSS/@@download/ENCFF030LSS.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	CRISPR	insertion	NA	akir-1-celegans	DNA	2018-06-13	modERN	https://www.encodeproject.org/files/ENCFF464DVU/@@download/ENCFF464DVU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000138	chondrocyte	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF850PQP/@@download/ENCFF850PQP.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	dysf-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF787VCT/@@download/ENCFF787VCT.bed.gz
bed	narrowPeak	replicated peaks	GRCh38	Histone ChIP-seq	EFO:0002793	HL-60	cell line	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2020-08-28	ENCODE	https://www.encodeproject.org/files/ENCFF763UAG/@@download/ENCFF763UAG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF321VDH/@@download/ENCFF321VDH.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	hg19	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	HNRNPLL-human	DNA	2017-12-01	ENCODE	https://www.encodeproject.org/files/ENCFF883CDF/@@download/ENCFF883CDF.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	HNRNPLL-human	DNA	2017-12-01	ENCODE	https://www.encodeproject.org/files/ENCFF890KTX/@@download/ENCFF890KTX.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	HNRNPLL-human	DNA	2017-12-01	ENCODE	https://www.encodeproject.org/files/ENCFF463QUS/@@download/ENCFF463QUS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	TEAD2-human	DNA	2021-08-13	ENCODE	https://www.encodeproject.org/files/ENCFF680JFD/@@download/ENCFF680JFD.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002370	thymus	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-06-30	ENCODE	https://www.encodeproject.org/files/ENCFF044YWS/@@download/ENCFF044YWS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF583-human	DNA	2020-08-03	ENCODE	https://www.encodeproject.org/files/ENCFF053ABJ/@@download/ENCFF053ABJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	CRISPR	insertion	NA	TP53-human	DNA	2023-01-06	ENCODE	https://www.encodeproject.org/files/ENCFF403HEQ/@@download/ENCFF403HEQ.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG8290-dmelanogaster	DNA	2019-05-16	modERN	https://www.encodeproject.org/files/ENCFF486NKJ/@@download/ENCFF486NKJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-09-27	ENCODE	https://www.encodeproject.org/files/ENCFF165KXY/@@download/ENCFF165KXY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	mm10	ATAC-seq	UBERON:0001891	midbrain	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2017-05-10	ENCODE	https://www.encodeproject.org/files/ENCFF145KYY/@@download/ENCFF145KYY.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	GRHL1-human	DNA	2022-08-15	ENCODE	https://www.encodeproject.org/files/ENCFF359DKY/@@download/ENCFF359DKY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	UBERON:0001285	nephron	organoid	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2020-09-05	ENCODE	https://www.encodeproject.org/files/ENCFF399HPG/@@download/ENCFF399HPG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0005725	BE2C	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2011-11-17	ENCODE	https://www.encodeproject.org/files/ENCFF251CDW/@@download/ENCFF251CDW.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF543RIG/@@download/ENCFF543RIG.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0003971	MEL	cell line	Mus musculus	NA	NA	NA	NA	MXI1-mouse	DNA	2011-09-19	ENCODE	https://www.encodeproject.org/files/ENCFF067LMI/@@download/ENCFF067LMI.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	NTR:0000502	activated naive CD8-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	NA	NA	NA	H3K27ac-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF480NFK/@@download/ENCFF480NFK.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	Bru-seq	EFO:0002824	HCT116	cell line	Homo sapiens	5-Phenyl-1H-indole-3-acetic acid	CRISPR	insertion	/genes/17/	NA	RNA	2021-10-04	ENCODE	https://www.encodeproject.org/files/ENCFF225AKU/@@download/ENCFF225AKU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001987	placenta	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2013-07-31	Roadmap	https://www.encodeproject.org/files/ENCFF778VTG/@@download/ENCFF778VTG.bed.gz
bed	narrowPeak	replicated peaks	GRCh38	BruUV-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	RNA	2021-09-30	ENCODE	https://www.encodeproject.org/files/ENCFF204VIT/@@download/ENCFF204VIT.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	SMAD9-human	DNA	2020-08-28	ENCODE	https://www.encodeproject.org/files/ENCFF339ZPY/@@download/ENCFF339ZPY.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ARID3A-human	DNA	2023-01-10	ENCODE	https://www.encodeproject.org/files/ENCFF131VCS/@@download/ENCFF131VCS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	forskolin, pyruvate	NA	NA	NA	NR3C1-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF532RTY/@@download/ENCFF532RTY.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG15336-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF126QHB/@@download/ENCFF126QHB.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	NTR:0000497	activated naive CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	Interleukin-2, anti-CD3 and anti-CD28 coated beads	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF919TXA/@@download/ENCFF919TXA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	KDM2B-human	DNA	2021-12-08	ENCODE	https://www.encodeproject.org/files/ENCFF702THZ/@@download/ENCFF702THZ.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	E(spl)mβ-HLH-dmelanogaster	DNA	2019-07-02	modERN	https://www.encodeproject.org/files/ENCFF814OVW/@@download/ENCFF814OVW.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF816-human	DNA	2022-01-13	ENCODE	https://www.encodeproject.org/files/ENCFF994VNA/@@download/ENCFF994VNA.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF133HIH/@@download/ENCFF133HIH.bed.gz
bed	narrowPeak	peaks	hg19	FAIRE-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2012-09-19	ENCODE	https://www.encodeproject.org/files/ENCFF001UZE/@@download/ENCFF001UZE.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	pan-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF878WBZ/@@download/ENCFF878WBZ.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	NFAT-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF826GMT/@@download/ENCFF826GMT.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	madf-5-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF290IUE/@@download/ENCFF290IUE.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG12769-dmelanogaster	DNA	2019-05-23	modERN	https://www.encodeproject.org/files/ENCFF160SDR/@@download/ENCFF160SDR.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2012-08-27	ENCODE	https://www.encodeproject.org/files/ENCFF166EUJ/@@download/ENCFF166EUJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	ethanol	NA	NA	NA	H3K4me2-human	DNA	2012-08-06	ENCODE	https://www.encodeproject.org/files/ENCFF536TYP/@@download/ENCFF536TYP.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	EHMT2-human	DNA	2018-02-13	ENCODE	https://www.encodeproject.org/files/ENCFF189OHQ/@@download/ENCFF189OHQ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	IFI16-human	DNA	2022-03-07	ENCODE	https://www.encodeproject.org/files/ENCFF518SJY/@@download/ENCFF518SJY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0010021	cardiac myoblast	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	NA	NA	NA	H3K4me3-human	DNA	2012-02-16	ENCODE	https://www.encodeproject.org/files/ENCFF270SFJ/@@download/ENCFF270SFJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	MTF1-human	DNA	2021-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF478MAJ/@@download/ENCFF478MAJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	UBERON:0000955	brain	organoid	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2020-07-30	ENCODE	https://www.encodeproject.org/files/ENCFF502ZXL/@@download/ENCFF502ZXL.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	BruChase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	NA	NA	NA	NA	NA	RNA	2021-09-30	ENCODE	https://www.encodeproject.org/files/ENCFF154VZP/@@download/ENCFF154VZP.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0002171	lower lobe of right lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-08-05	ENCODE	https://www.encodeproject.org/files/ENCFF901RIY/@@download/ENCFF901RIY.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0000948	heart	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-10-06	ENCODE	https://www.encodeproject.org/files/ENCFF045UHT/@@download/ENCFF045UHT.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	UBERON:0002113	kidney	tissue	Mus musculus	NA	NA	NA	NA	POLR2A-mouse	DNA	2011-07-22	ENCODE	https://www.encodeproject.org/files/ENCFF228RIO/@@download/ENCFF228RIO.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-09-27	ENCODE	https://www.encodeproject.org/files/ENCFF071EYE/@@download/ENCFF071EYE.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	daf-8-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF243VXS/@@download/ENCFF243VXS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	MBD4-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF551CCD/@@download/ENCFF551CCD.bed.gz
bed	narrowPeak	pseudoreplicated peaks	mm10	ATAC-seq	UBERON:0002028	hindbrain	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2017-05-10	ENCODE	https://www.encodeproject.org/files/ENCFF438LCV/@@download/ENCFF438LCV.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	CRISPR	insertion	NA	mdt-29-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF235MXZ/@@download/ENCFF235MXZ.bed.gz
bed	narrowPeak	peaks	GRCh38	Histone ChIP-seq	EFO:0030018	BLaER1	cell line	Homo sapiens	NA	NA	NA	NA	H4K20me1-human	DNA	2022-05-10	community	https://www.encodeproject.org/files/ENCFF877MCY/@@download/ENCFF877MCY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0030018	BLaER1	cell line	Homo sapiens	NA	NA	NA	NA	H4K20me1-human	DNA	2022-05-10	community	https://www.encodeproject.org/files/ENCFF180HES/@@download/ENCFF180HES.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0000056	ureter	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-10-02	ENCODE	https://www.encodeproject.org/files/ENCFF635FNH/@@download/ENCFF635FNH.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	tag-97-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF994JCJ/@@download/ENCFF994JCJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	CRISPR	insertion	/genes/17/	NA	DNA	2021-09-20	ENCODE	https://www.encodeproject.org/files/ENCFF174GFM/@@download/ENCFF174GFM.bed.gz
bed	narrowPeak	peaks	GRCh38	Histone ChIP-seq	EFO:0030018	BLaER1	cell line	Homo sapiens	CSF1, 17β-estradiol, Interleukin-3	NA	NA	NA	H3K4me1-human	DNA	2022-05-10	community	https://www.encodeproject.org/files/ENCFF279PPF/@@download/ENCFF279PPF.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0030018	BLaER1	cell line	Homo sapiens	CSF1, 17β-estradiol, Interleukin-3	NA	NA	NA	H3K4me1-human	DNA	2022-05-10	community	https://www.encodeproject.org/files/ENCFF471JTZ/@@download/ENCFF471JTZ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2011-03-17	ENCODE	https://www.encodeproject.org/files/ENCFF043FHJ/@@download/ENCFF043FHJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000788	naive B cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF554GJW/@@download/ENCFF554GJW.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002106	spleen	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-06-07	ENCODE	https://www.encodeproject.org/files/ENCFF220UEZ/@@download/ENCFF220UEZ.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG14710-dmelanogaster	DNA	2019-05-23	modERN	https://www.encodeproject.org/files/ENCFF641FRQ/@@download/ENCFF641FRQ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	CRISPR	insertion	NA	NFATC4-human	DNA	2021-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF230EPT/@@download/ENCFF230EPT.bed.gz
bed	narrowPeak	pseudoreplicated peaks	mm10	Histone ChIP-seq	UBERON:0002113	kidney	tissue	Mus musculus	NA	NA	NA	NA	H3K4me3-mouse	DNA	2011-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF354BJZ/@@download/ENCFF354BJZ.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	HMGA1-human	DNA	2020-07-09	ENCODE	https://www.encodeproject.org/files/ENCFF490TYP/@@download/ENCFF490TYP.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma	NA	NA	NA	POLR2A-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF063PPZ/@@download/ENCFF063PPZ.bed.gz
bed	narrowPeak	IDR thresholded peaks	mm10	TF ChIP-seq	EFO:0005483	ES-Bruce4	cell line	Mus musculus	NA	NA	NA	NA	POLR2A-mouse	DNA	2011-07-22	ENCODE	https://www.encodeproject.org/files/ENCFF128LHX/@@download/ENCFF128LHX.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF196KZG/@@download/ENCFF196KZG.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens	NA	NA	NA	NA	SIN3A-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF156JCN/@@download/ENCFF156JCN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	HMGXB4-human	DNA	2020-07-08	ENCODE	https://www.encodeproject.org/files/ENCFF305WWR/@@download/ENCFF305WWR.bed.gz
bed	narrowPeak	peaks	GRCh38	Histone ChIP-seq	EFO:0030018	BLaER1	cell line	Homo sapiens	CSF1, 17β-estradiol, Interleukin-3	NA	NA	NA	H3K4me2-human	DNA	2022-05-10	community	https://www.encodeproject.org/files/ENCFF949GGJ/@@download/ENCFF949GGJ.bed.gz
