File type,File format type,Output type,File assembly,Assay,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample genetic modifications methods,Biosample genetic modifications categories,Experiment target,Library made from,Experiment date released,Project,Lab,File download URL
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,NRF1-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF773FOM/@@download/ENCFF773FOM.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,NRF1-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF026IKT/@@download/ENCFF026IKT.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF436-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF843WTJ/@@download/ENCFF843WTJ.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF436-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF318ZUN/@@download/ENCFF318ZUN.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF436-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF717FWZ/@@download/ENCFF717FWZ.bigBed
tsv,,microRNA quantifications,GRCh38,microRNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,miRNA,2022-02-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF087HBE/@@download/ENCFF087HBE.tsv
bigWig,,minus strand signal of all reads,GRCh38,microRNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,miRNA,2022-02-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF537EKM/@@download/ENCFF537EKM.bigWig
bigWig,,plus strand signal of all reads,GRCh38,microRNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,miRNA,2022-02-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF523XPK/@@download/ENCFF523XPK.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,all-trans-retinoic acid,CRISPR,insertion,ZNF8-human,DNA,2020-07-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF214ZEK/@@download/ENCFF214ZEK.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,all-trans-retinoic acid,CRISPR,insertion,ZNF8-human,DNA,2020-07-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF084HSF/@@download/ENCFF084HSF.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,all-trans-retinoic acid,CRISPR,insertion,ZNF8-human,DNA,2020-07-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF131SMT/@@download/ENCFF131SMT.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,endothelial cell of umbilical vein,primary cell,Homo sapiens,,,,GATA2-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF375GUY/@@download/ENCFF375GUY.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,endothelial cell of umbilical vein,primary cell,Homo sapiens,,,,GATA2-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF736JDF/@@download/ENCFF736JDF.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,endothelial cell of umbilical vein,primary cell,Homo sapiens,,,,GATA2-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF148NLK/@@download/ENCFF148NLK.bigBed
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF347-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF447FCS/@@download/ENCFF447FCS.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF347-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF563XMY/@@download/ENCFF563XMY.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF347-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF843NBV/@@download/ENCFF843NBV.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,FOXK1-human,DNA,2022-01-13,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF825WQV/@@download/ENCFF825WQV.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,FOXK1-human,DNA,2022-01-13,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF516ZWP/@@download/ENCFF516ZWP.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,FOXK1-human,DNA,2022-01-13,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF801IBC/@@download/ENCFF801IBC.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,cardiac muscle cell,in vitro differentiated cells,Homo sapiens,"Bone morphogenetic protein 4, Activin A, Fibroblast growth factor 2",,,H3K4me3-human,DNA,2012-02-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF106CRG/@@download/ENCFF106CRG.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,cardiac muscle cell,in vitro differentiated cells,Homo sapiens,"Bone morphogenetic protein 4, Activin A, Fibroblast growth factor 2",,,H3K4me3-human,DNA,2012-02-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF460DON/@@download/ENCFF460DON.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,cardiac muscle cell,in vitro differentiated cells,Homo sapiens,"Bone morphogenetic protein 4, Activin A, Fibroblast growth factor 2",,,H3K4me3-human,DNA,2012-02-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF750VOF/@@download/ENCFF750VOF.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF212-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF064AVI/@@download/ENCFF064AVI.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF212-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF435MHH/@@download/ENCFF435MHH.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZNF212-human,DNA,2020-08-03,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF640NBC/@@download/ENCFF640NBC.bigBed
bed,narrowPeak,peaks,GRCh38,eCLIP,K562,cell line,Homo sapiens,,,,EEF2-human,RNA,2022-09-12,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF781RUK/@@download/ENCFF781RUK.bed.gz
bigBed,narrowPeak,peaks,GRCh38,eCLIP,K562,cell line,Homo sapiens,,,,EEF2-human,RNA,2022-09-12,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF934DWG/@@download/ENCFF934DWG.bigBed
bigWig,,signal p-value,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,GABPA-mouse,DNA,2012-08-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF920WXG/@@download/ENCFF920WXG.bigWig
bigBed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,GABPA-mouse,DNA,2012-08-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF113VEB/@@download/ENCFF113VEB.bigBed
bed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,GABPA-mouse,DNA,2012-08-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF550LFU/@@download/ENCFF550LFU.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NR2F1-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF376TWD/@@download/ENCFF376TWD.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NR2F1-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF518ZRY/@@download/ENCFF518ZRY.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NR2F1-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF852EYZ/@@download/ENCFF852EYZ.bed.gz
tsv,,gene quantifications,GRCh38,total RNA-seq,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,RNA,2022-04-05,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF408GHU/@@download/ENCFF408GHU.tsv
bigWig,,signal of unique reads,GRCh38,total RNA-seq,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,RNA,2022-04-05,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF575FTH/@@download/ENCFF575FTH.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,ACTN4-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF847AQV/@@download/ENCFF847AQV.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,ACTN4-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF375QQZ/@@download/ENCFF375QQZ.tsv
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,ACTN4-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF673QZA/@@download/ENCFF673QZA.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ZNF274-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF474KMR/@@download/ENCFF474KMR.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ZNF274-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF034UEJ/@@download/ENCFF034UEJ.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ZNF274-human,DNA,2011-10-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF728JYE/@@download/ENCFF728JYE.bigBed
hic,,mapping quality thresholded contact matrix,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF586MQY/@@download/ENCFF586MQY.hic
bedpe,,loops,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF440LPW/@@download/ENCFF440LPW.bedpe.gz
bedpe,,contact domains,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF186TYK/@@download/ENCFF186TYK.bedpe.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,,,,SIN3A-human,DNA,2012-02-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF915VXZ/@@download/ENCFF915VXZ.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,,,,SIN3A-human,DNA,2012-02-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF931NFD/@@download/ENCFF931NFD.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,SK-N-SH,cell line,Homo sapiens,,,,SIN3A-human,DNA,2012-02-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF916NNI/@@download/ENCFF916NNI.bed.gz
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF665CNK/@@download/ENCFF665CNK.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF191PYC/@@download/ENCFF191PYC.tsv
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF259YOX/@@download/ENCFF259YOX.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,CTCF-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF886LCD/@@download/ENCFF886LCD.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,CTCF-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF296NHH/@@download/ENCFF296NHH.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,CTCF-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF679ZFJ/@@download/ENCFF679ZFJ.bigBed
bed,narrowPeak,optimal IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,CG4707-dmelanogaster,DNA,2018-02-05,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF151TGF/@@download/ENCFF151TGF.bed.gz
bigBed,narrowPeak,optimal IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,CG4707-dmelanogaster,DNA,2018-02-05,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF433TIB/@@download/ENCFF433TIB.bigBed
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,BRIX1-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF190QOW/@@download/ENCFF190QOW.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,BRIX1-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF860YWH/@@download/ENCFF860YWH.tsv
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,BRIX1-human,polyadenylated mRNA,2021-11-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF943XBX/@@download/ENCFF943XBX.bigWig
bigWig,,minus strand signal of all reads,GRCh38,microRNA-seq,HL-60,cell line,Homo sapiens,,,,,miRNA,2018-02-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF187ICR/@@download/ENCFF187ICR.bigWig
bigWig,,plus strand signal of all reads,GRCh38,microRNA-seq,HL-60,cell line,Homo sapiens,,,,,miRNA,2018-02-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF487LQO/@@download/ENCFF487LQO.bigWig
tsv,,microRNA quantifications,GRCh38,microRNA-seq,HL-60,cell line,Homo sapiens,,,,,miRNA,2018-02-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF862HPX/@@download/ENCFF862HPX.tsv
bigWig,,signal p-value,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,TEAD4-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF313AMP/@@download/ENCFF313AMP.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,TEAD4-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF438PCR/@@download/ENCFF438PCR.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,TEAD4-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF772OTG/@@download/ENCFF772OTG.bigBed
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,inflammatory macrophage,primary cell,Homo sapiens,lipopolysaccharide,,,,DNA,2022-06-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF616TBW/@@download/ENCFF616TBW.bigWig
bed,narrowPeak,peaks,GRCh38,DNase-seq,inflammatory macrophage,primary cell,Homo sapiens,lipopolysaccharide,,,,DNA,2022-06-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF963PZF/@@download/ENCFF963PZF.bed.gz
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,inflammatory macrophage,primary cell,Homo sapiens,lipopolysaccharide,,,,DNA,2022-06-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF468XVP/@@download/ENCFF468XVP.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SIRT6-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF821XJU/@@download/ENCFF821XJU.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SIRT6-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF027ETG/@@download/ENCFF027ETG.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SIRT6-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF405BIE/@@download/ENCFF405BIE.bigWig
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,H2.0-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF040RVF/@@download/ENCFF040RVF.bed.gz
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,H2.0-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF363VJY/@@download/ENCFF363VJY.bigWig
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,H2.0-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF228XXT/@@download/ENCFF228XXT.bigBed
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CCT3-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF845DQV/@@download/ENCFF845DQV.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CCT3-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF585RDD/@@download/ENCFF585RDD.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CCT3-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF785FCF/@@download/ENCFF785FCF.tsv
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,GM12864,cell line,Homo sapiens,,,,,DNA,2011-05-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF218CLQ/@@download/ENCFF218CLQ.bigWig
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,GM12864,cell line,Homo sapiens,,,,,DNA,2011-05-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF036UND/@@download/ENCFF036UND.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,GM12864,cell line,Homo sapiens,,,,,DNA,2011-05-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF953ESQ/@@download/ENCFF953ESQ.bed.gz
hic,,mapping quality thresholded contact matrix,GRCh38,intact Hi-C,aorta,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF493YNC/@@download/ENCFF493YNC.hic
bedpe,,contact domains,GRCh38,intact Hi-C,aorta,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF683VIY/@@download/ENCFF683VIY.bedpe.gz
bedpe,,loops,GRCh38,intact Hi-C,aorta,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF337GAR/@@download/ENCFF337GAR.bedpe.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,REST-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF068TEY/@@download/ENCFF068TEY.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,REST-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF893RRD/@@download/ENCFF893RRD.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,REST-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF680JMZ/@@download/ENCFF680JMZ.bed.gz
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CD3EAP-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF172YOD/@@download/ENCFF172YOD.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CD3EAP-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF867NON/@@download/ENCFF867NON.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,CD3EAP-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF261DWQ/@@download/ENCFF261DWQ.bigWig
